                Temp     Hi    Low   Out    Dew  Wind  Wind   Wind    Hi    Hi   Wind   Heat    THW   THSW                Rain  Solar   Solar Hi Solar   UV    UV    Hi     Heat    Cool    In     In    In     In     In   In Air          Wind  Wind    ISS   Arc.
  Date    Time     Out   Temp   Temp   Hum    Pt. Speed   Dir    Run Speed   Dir  Chill  Index  Index  Index   Bar    Rain  Rate   Rad.  Energy    Rad.  Index  Dose   UV     D-D     D-D    Temp   Hum    Dew   Heat    EMC Density     ET   Samp   Tx   Recept  Int.
 7/18/15 12:48a   69.4   69.4   69.3    72   60.0   7.0    NW   0.12  13.0   NNW   69.4   69.9   69.9   67.7  29.589  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    24    1    100.0    1 
 7/18/15 12:49a   69.4   69.4   69.3    72   60.0   4.0   ESE   0.07   9.0    NE   69.4   69.9   69.9   67.7  29.589  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.2    46   59.4   82.4   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15 12:50a   69.3   69.4   69.3    72   59.9   8.0    NW   0.13  16.0    NW   68.7   69.8   69.2   67.1  29.589  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.2    46   59.4   82.4   8.45  .0712    0.000    24    1    100.0    1 
 7/18/15 12:51a   69.4   69.4   69.3    72   60.0   5.0    NW   0.08  10.0   NNW   69.4   69.9   69.9   67.7  29.590  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15 12:52a   69.4   69.4   69.3    72   60.0   5.0   NNE   0.08  11.0   NNE   69.4   69.9   69.9   67.7  29.589  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.2    46   59.4   82.4   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15 12:53a   69.4   69.4   69.4    72   60.0   9.0    NW   0.15  14.0    NW   68.0   69.9   68.5   66.5  29.587  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.2    46   59.4   82.4   8.45  .0712    0.000    24    1    100.0    1 
 7/18/15 12:54a   69.4   69.4   69.4    72   60.0   7.0     N   0.12  13.0   NNW   69.4   69.9   69.9   67.7  29.588  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.2    46   59.4   82.4   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15 12:55a   69.4   69.4   69.4    72   60.0   6.0    NW   0.10  12.0   NNW   69.4   69.9   69.9   67.7  29.589  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.2    46   59.4   82.4   8.45  .0712    0.000    24    1    100.0    1 
 7/18/15 12:56a   69.4   69.4   69.4    72   60.0   5.0     N   0.08  10.0   NNW   69.4   69.9   69.9   67.7  29.586  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15 12:57a   69.4   69.4   69.4    72   60.0   4.0     N   0.07   8.0   WSW   69.4   69.9   69.9   67.7  29.586  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    24    1    100.0    1 
 7/18/15 12:58a   69.4   69.4   69.4    72   60.0   6.0     W   0.10  15.0   NNW   69.4   69.9   69.9   67.7  29.584  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.2    46   59.4   82.4   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15 12:59a   69.4   69.4   69.4    72   60.0   3.0     E   0.05   7.0   NNE   69.4   69.9   69.9   67.7  29.584  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.2    46   59.4   82.4   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:00a   69.4   69.4   69.4    72   60.0   7.0   NNW   0.12  15.0     N   69.4   69.9   69.9   67.7  29.584  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.002    24    1    100.0    1 
 7/18/15  1:01a   69.4   69.4   69.4    72   60.0   6.0     N   0.10  11.0     N   69.4   69.9   69.9   67.7  29.587  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.2    46   59.4   82.4   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:02a   69.4   69.4   69.4    72   60.0   6.0   NNW   0.10  12.0   WNW   69.4   69.9   69.9   67.7  29.588  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.2    46   59.4   82.4   8.45  .0712    0.000    24    1    100.0    1 
 7/18/15  1:03a   69.4   69.4   69.4    72   60.0   4.0     N   0.07   7.0     N   69.4   69.9   69.9   67.7  29.588  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.2    46   59.4   82.4   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:04a   69.4   69.4   69.4    71   59.6   9.0     W   0.15  18.0    NW   68.0   69.8   68.4   66.4  29.589  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.2    46   59.4   82.4   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:05a   69.5   69.5   69.4    71   59.7   8.0   NNW   0.13  18.0   NNE   68.9   69.9   69.3   67.2  29.586  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    24    1    100.0    1 
 7/18/15  1:06a   69.5   69.5   69.5    71   59.7  10.0   NNW   0.17  16.0   WNW   67.4   69.9   67.8   65.9  29.583  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:07a   69.5   69.5   69.5    71   59.7   7.0     N   0.12  10.0     N   69.5   69.9   69.9   67.7  29.584  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    24    1    100.0    1 
 7/18/15  1:08a   69.5   69.5   69.5    71   59.7   5.0     N   0.08  13.0    NW   69.5   69.9   69.9   67.7  29.582  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:09a   69.5   69.5   69.5    71   59.7   6.0     N   0.10  16.0     N   69.5   69.9   69.9   67.7  29.583  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    24    1    100.0    1 
 7/18/15  1:10a   69.5   69.5   69.5    72   60.1   2.0    SE   0.03  11.0     W   69.5   70.0   70.0   67.9  29.582  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    23    1    100.0    1 
